date;op;hp;lp;cp;code
27.05.2022;123;123.5;120.9;121.22;a
30.05.2022;121.6;123;120.21;120.67;a
31.05.2022;120;120;117.62;118.3;b
01.06.2022;117.5;122.69;117;121.97;e
02.06.2022;121.9;122.39;118.5;119;a
03.06.2022;119.29;120.16;117.18;119.21;a
06.06.2022;119.26;120.35;118.29;118.78;a
07.06.2022;118.68;118.9;117.32;118.32;a
08.06.2022;118.51;122.19;118.4;119.9;e
09.06.2022;120;120.2;117.7;118.2;a
10.06.2022;118.03;119.55;117.73;118.07;e
14.06.2022;118.03;119.88;115.8;118.98;e
15.06.2022;119.4;121.71;118.71;121.14;e
16.06.2022;121.5;123.73;120.41;123.73;f
17.06.2022;123.97;125.18;123.11;123.88;a
20.06.2022;124.1;131.5;123.6;131.29;e
21.06.2022;131.98;133.49;127.11;129.1;a
22.06.2022;127.88;133.21;126.03;133.11;e
23.06.2022;133.9;138.4;131.5;136.85;e
24.06.2022;137.16;138.3;135.21;137.76;e
27.06.2022;137.7;141.77;136.77;141.15;e
28.06.2022;141.75;142.35;138.5;139.99;a
29.06.2022;139.8;139.89;132.75;132.8;a
30.06.2022;132.5;135.44;123.55;125.2;a
01.07.2022;124.13;132;122.5;129.91;e
04.07.2022;129;132.8;127.16;131.43;e
05.07.2022;132;135.7;131.43;133.5;e
06.07.2022;133.5;137.1;132.5;134;e
07.07.2022;134;135.2;131.22;133.09;a
08.07.2022;133.15;133.98;130.9;133.3;e
11.07.2022;132.8;133.9;126.42;126.8;a
12.07.2022;126.5;129.35;124.2;129;e
13.07.2022;129.8;129.95;125.36;126;a
14.07.2022;125.97;128;124.61;125.9;a
15.07.2022;126.06;129.44;125.27;128.9;e
18.07.2022;130;130.64;127.25;128.11;a
19.07.2022;128;128.11;125.51;127.76;a
20.07.2022;128.12;129.2;126.16;126.44;a
21.07.2022;126.44;126.83;122.24;125.48;a
22.07.2022;125.5;129.1;125.03;128.82;e
25.07.2022;128.9;132;127.24;131.45;e
26.07.2022;132.02;133.9;131;132.9;e
27.07.2022;132.9;134.79;131.62;132.5;a
28.07.2022;133.01;133.49;130.1;131.72;a
29.07.2022;131.65;132.75;130.31;131.9;e
01.08.2022;131.77;131.77;127.34;127.34;
02.08.2022;126.6;128.44;125.6;127.53;e
03.08.2022;128.05;129.15;126.27;126.85;a
04.08.2022;126.94;128.13;126.16;126.95;e
05.08.2022;127.5;127.58;122.24;122.4;a
08.08.2022;126.11;127.38;123.51;123.81;a
09.08.2022;123.9;126.5;122.3;126.4;e
10.08.2022;126.25;127.29;124.87;126.2;a
11.08.2022;126.97;126.97;123.07;123.45;b
12.08.2022;123.46;124.98;122.6;124.88;e
15.08.2022;124.56;125.7;123.28;125;e
16.08.2022;125.2;126.86;124.53;126.39;e
17.08.2022;126.58;127.44;124.5;124.5;d
18.08.2022;124.39;126.5;123.92;126.3;e
19.08.2022;126.3;126.36;124.72;125.2;a
22.08.2022;125;126.69;124.7;126.06;e
23.08.2022;126.06;130.49;126.01;130.38;e
24.08.2022;130.6;131.64;127.85;128.15;a
25.08.2022;128.15;129.81;127.1;128.18;e
26.08.2022;128.02;130.5;127.62;130.4;e
29.08.2022;130.12;131.4;129.52;131.17;e
30.08.2022;131.17;132.6;129.65;130.05;a
31.08.2022;132.3;138.34;131.5;134.25;e
01.09.2022;133.99;138.22;132.02;138.2;e
02.09.2022;138.8;144.9;136.22;143.8;e
05.09.2022;143.5;145.1;139.11;141;a
06.09.2022;140.9;141.07;135.22;137.23;a
07.09.2022;136.96;139.19;135.41;136.86;a
08.09.2022;136.69;137.4;134;134.51;a
09.09.2022;134.41;138.47;134.23;138.15;e
12.09.2022;137.07;140.37;136.8;138.7;e
13.09.2022;138.7;139.37;136.15;137;a
14.09.2022;136.6;139.29;135.2;138.9;e
15.09.2022;139.15;140.28;137.61;139.48;e
16.09.2022;139.37;141.39;136.8;137.73;a
19.09.2022;137.4;139.08;137.07;138.04;e
20.09.2022;137.87;138.35;122.42;125.1;a
21.09.2022;112.5;123.98;109.27;120.23;e
22.09.2022;120.25;126.95;120.25;124.31;h
23.09.2022;124.49;124.5;117.35;119.39;a
26.09.2022;114;117.99;105;107.06;a
27.09.2022;110;113.89;107.07;112.92;e
28.09.2022;112;115.2;109.13;111.06;a
29.09.2022;111.59;112.2;107.68;110.41;a
30.09.2022;111;113.4;103.4;110.21;a
03.10.2022;110.62;114.65;109;114.35;e
04.10.2022;115.06;115.5;110.3;110.55;a
05.10.2022;110.49;110.49;106.25;108.51;b
06.10.2022;108.65;110.38;107.57;108.24;a
07.10.2022;107.7;108.48;101.3;101.5;a
10.10.2022;96.55;106.77;96.5;106.71;e
11.10.2022;106.5;108.3;104.26;107.72;e
12.10.2022;108.27;108.5;105.25;105.9;a
13.10.2022;105.72;107.3;104.8;106.5;e
14.10.2022;106.92;109.19;105.69;107.78;e
17.10.2022;107.93;112.76;107.65;112.44;e
18.10.2022;113.05;114.37;110.48;110.88;a
19.10.2022;110.12;112.93;109.3;112.39;e
20.10.2022;112.75;117.2;112.37;116.98;e
21.10.2022;116.93;119.94;114.37;119.45;e
24.10.2022;120.15;121.68;117.65;118.8;a
25.10.2022;118.84;125.2;118.3;124.36;e
26.10.2022;124.7;126.88;122.1;124.43;a
27.10.2022;124.75;127.5;123.68;126.61;e
28.10.2022;126.14;127.25;124.6;126.97;e
31.10.2022;127.2;128.6;125.41;126.72;a
01.11.2022;127.2;127.97;126.12;127.05;a
02.11.2022;127.06;127.74;123.75;125.49;a
03.11.2022;125.4;126.1;123.91;125.75;e
07.11.2022;127.09;132;126.5;132;f
08.11.2022;132;133.11;130.1;131.29;a
09.11.2022;131.06;131.47;126.42;127.3;a
10.11.2022;131;136.69;129.77;136.68;e
11.11.2022;137.9;138.42;135.13;136.98;a
14.11.2022;137.5;140.7;135.83;139.8;e
15.11.2022;140.49;141;130.86;135.66;a
16.11.2022;136.99;139.73;136.32;139.18;e
17.11.2022;139.09;140.35;136.6;137.57;a
18.11.2022;137.08;137.81;135.84;136.89;a
21.11.2022;136.01;136.3;132.51;134.46;a
22.11.2022;134.55;136;133.81;135.65;e
23.11.2022;135.7;137.55;134.5;136.59;e
24.11.2022;137;138.41;136.12;136.61;a
25.11.2022;137.2;137.24;135.41;136.53;a
28.11.2022;135.02;136.2;134.1;135.53;e
29.11.2022;136.29;137.2;135.88;136.37;e
30.11.2022;136.5;136.78;135.23;136.78;f
01.12.2022;137.1;137.95;136.31;137.15;e
02.12.2022;136.99;137.1;136.17;136.66;a
05.12.2022;136.66;142.68;136.25;142;e
06.12.2022;142.2;143.37;139.11;140.61;a
07.12.2022;140.5;142.81;138.36;142.32;e
08.12.2022;143.5;143.6;139.8;139.92;a
09.12.2022;139.7;140.7;139.24;140.03;e
12.12.2022;140.19;140.87;138.7;139.48;a
13.12.2022;139.67;139.93;136.67;138.13;a
14.12.2022;138.28;138.28;136.6;137.3;b
15.12.2022;136.99;137.08;134.3;134.55;a
16.12.2022;134.5;136.09;134.13;135.45;e
19.12.2022;135.13;136.73;132.86;134.64;a
20.12.2022;134.51;138.4;134.41;138.28;e
21.12.2022;138.7;139.12;135.81;137.75;a
22.12.2022;137.99;138.97;137;137.69;a
23.12.2022;137.49;138.26;136.81;137.94;e
26.12.2022;138.33;141;138;140.95;e
27.12.2022;141.31;142;139.6;139.9;a
28.12.2022;139.73;140.4;138.6;139.51;a
29.12.2022;139.5;141.65;139.22;140.96;e
30.12.2022;140.8;141.48;140.13;141.15;e
03.01.2023;141.6;143.25;141.56;141.78;e
04.01.2023;141.85;142.28;140.75;141.43;a
05.01.2023;141.6;141.84;140.54;141.27;a
06.01.2023;141.39;141.62;140.9;141.4;e
09.01.2023;141.83;142.99;141.65;142.4;e
10.01.2023;142.1;142.85;141.31;142.81;e
11.01.2023;142.97;149.98;142.87;149.96;e
12.01.2023;150.02;150.79;148.39;149.3;a
13.01.2023;149.58;153.28;147.71;151.69;e
16.01.2023;152.89;154;151.88;153.71;e
17.01.2023;154;154.31;150.01;150.45;a
18.01.2023;150.4;153;149.41;151.47;e
19.01.2023;151.2;152.85;148.56;149.34;a
20.01.2023;149.7;151.4;148.64;151.38;e
23.01.2023;151.9;154.1;151.01;153.5;e
24.01.2023;153.95;155.58;152.28;152.66;a
25.01.2023;152.45;153.6;151.5;152.81;e
26.01.2023;153.32;154.3;151.73;152.4;a
27.01.2023;152.4;153.48;151.69;153.2;e
30.01.2023;153.5;153.88;152.21;153.38;a
31.01.2023;153.51;158.18;153.3;158.07;e
01.02.2023;158.2;159.6;156.5;158.29;e
02.02.2023;158.4;160.29;157.37;159.45;e
03.02.2023;159.1;162.32;157.88;161.26;e
06.02.2023;161.78;167.17;161.01;167.09;e
07.02.2023;167.3;168.7;163.4;165.39;a
08.02.2023;165;166.35;162.7;164.15;a
09.02.2023;164.33;167.47;161.27;165.31;e
10.02.2023;165;166.49;164.5;165.52;e
13.02.2023;165.2;166.88;164.17;164.32;a
14.02.2023;164.3;164.38;161.64;161.86;a
15.02.2023;160.94;161.12;153.83;156.25;a
16.02.2023;157.33;159.3;156.25;158.22;e
17.02.2023;158;160.38;156.91;159.73;e
20.02.2023;159.41;161.3;156.73;160.09;e
21.02.2023;160.66;165.65;159.26;164.15;e
22.02.2023;164.13;164.42;162.5;163.37;a
24.02.2023;163.33;165.5;163.1;164.3;e
27.02.2023;163.52;170;162.96;169.95;e
28.02.2023;170.5;171.92;168.37;169.82;a
01.03.2023;170.4;171.66;169.5;170.53;e
02.03.2023;170.4;170.4;166.55;168.05;b
03.03.2023;168.17;171.26;167.9;171.16;e
06.03.2023;172.14;172.99;171.35;171.84;a
07.03.2023;171.87;174.2;171;174.01;e
09.03.2023;174.85;174.89;172.21;172.55;a
10.03.2023;171.55;173;170.58;172.53;e
13.03.2023;172.5;173.9;169.26;172.15;a
14.03.2023;171.61;176.95;171.01;175.71;e
15.03.2023;176;177.37;173.59;175.3;a
16.03.2023;174.94;176.04;173.36;175.45;e
17.03.2023;183;193.66;178.56;193.59;e
20.03.2023;196.02;205.09;195;203.73;e
21.03.2023;204.76;208;201.25;203.32;a
22.03.2023;203.4;204.4;201.59;202.89;a
23.03.2023;202.53;204.2;202.22;202.58;e
24.03.2023;202.86;203.85;202;203.57;e
27.03.2023;204.01;213.2;204.01;211.84;h
28.03.2023;212.86;214.7;210.67;214.03;e
29.03.2023;214.85;219.53;213.6;217.99;e
30.03.2023;217.3;218.45;216.12;216.87;a
31.03.2023;217.2;217.35;211.3;216.6;a
03.04.2023;218.45;219.44;214.8;216.09;a
04.04.2023;216.2;217.29;213.8;214.83;a
05.04.2023;214.65;216.3;211.4;216.15;e
06.04.2023;216.3;217.38;214.07;214.25;a
07.04.2023;214.5;216.39;213.65;216.27;e
10.04.2023;217.1;222.26;216.61;222.21;e
11.04.2023;222.9;223.33;217.62;218.6;a
12.04.2023;218.6;219.7;216.67;219.22;e
13.04.2023;219.49;220.89;218;219.85;e
14.04.2023;220;222.5;218.51;221.87;e
17.04.2023;222.98;228.2;222.91;228.1;e
18.04.2023;227.89;232.76;227.05;232.66;e
19.04.2023;232.67;237.37;231.1;232.95;e
20.04.2023;233.32;236.47;229.84;236.28;e
21.04.2023;237.4;238.85;233.52;235.17;a
24.04.2023;235.07;236.4;234.1;235.1;e
25.04.2023;235.13;235.82;234.21;235.3;e
26.04.2023;235.6;235.95;234.91;235.21;a
27.04.2023;235.59;240.74;235.13;240.38;e
28.04.2023;240.9;241.58;237.66;240.38;a
02.05.2023;242.2;245;237.4;242.62;e
03.05.2023;242.85;242.99;234;235.77;a
04.05.2023;236.89;239.74;236.05;238.89;e
05.05.2023;239.24;240.66;237.3;237.7;a
08.05.2023;238.69;239.86;237.36;238.27;a
10.05.2023;216.5;227.5;215.7;227.06;e
11.05.2023;228.87;235.38;223.94;229.32;e
12.05.2023;231;232.47;226.15;229.29;a
15.05.2023;230.51;231.75;228.52;231.7;e
16.05.2023;232.4;232.86;229.57;230.62;a
17.05.2023;229.86;230.97;228.75;230.55;e
18.05.2023;231.7;234.49;230.72;231.7;c
19.05.2023;230.99;232.3;229.81;231.27;e
22.05.2023;232.2;232.78;230;231;a
23.05.2023;231.25;237.29;230.21;236.43;e
24.05.2023;237.49;246.13;236.26;246.06;e
25.05.2023;246.1;247.4;242.65;243.76;a
26.05.2023;243.45;249.64;242.81;248.1;e
29.05.2023;249.78;252.59;248.85;251.18;e
30.05.2023;248.84;250.85;243.8;244.65;a
31.05.2023;244;247.18;240.27;246.17;e
01.06.2023;247;247;240.57;241.66;b
02.06.2023;242;245.5;240.77;243.95;e
05.06.2023;243.51;244.15;235.1;237.12;a
06.06.2023;235.92;242.1;232.54;240.91;e
07.06.2023;241.2;244.39;238.56;241.25;e
08.06.2023;241.3;242.78;239.55;241.77;e
09.06.2023;242.8;243;240.11;240.4;a
13.06.2023;241.51;244.5;240.63;244.33;e
14.06.2023;245.7;247.68;242.8;244.6;a
15.06.2023;245.11;245.94;243.22;245.18;e
16.06.2023;245.5;245.9;243.7;243.87;a
19.06.2023;244.47;244.69;241.32;242.28;a
20.06.2023;241.99;242.22;238.82;241.74;a
21.06.2023;241.9;243.92;240.6;242.2;e
22.06.2023;242.15;242.8;240.13;240.66;a
23.06.2023;239.98;240.99;234.34;235.67;a
26.06.2023;239.6;240.5;233.4;238.4;a
27.06.2023;239.02;242.34;236.8;241.21;e
28.06.2023;241.8;241.8;238.6;239.67;b
29.06.2023;239.94;241.26;239.02;239.99;e
30.06.2023;240;240.68;238.36;239.61;a
03.07.2023;240;244.56;239.15;243.33;e
04.07.2023;243.4;243.78;240.61;240.7;a
05.07.2023;241.49;241.9;240.24;240.95;a
06.07.2023;241.47;242.47;240.71;240.96;a
07.07.2023;241.49;243.75;240.7;243.67;e
10.07.2023;244.21;249.45;244.2;249.4;e
11.07.2023;250.01;250.2;246.51;247.99;a
12.07.2023;248.4;249.2;246.1;247.52;a
13.07.2023;247.97;248.15;245.34;246.19;a
14.07.2023;246.32;247.05;244.51;246.45;e
17.07.2023;244.77;246.2;243.6;245.39;e
18.07.2023;245.8;247.5;245.26;246.77;e
19.07.2023;247.25;248.1;245;245.85;a
20.07.2023;246.27;246.27;242.15;242.7;b
21.07.2023;243.18;244.53;241.7;244.13;e
24.07.2023;244;245.85;243.52;244.87;e
25.07.2023;245.48;247.77;244.81;247.2;e
26.07.2023;247.2;248.33;245.9;247.05;a
27.07.2023;247.5;249.3;247.24;247.95;e
28.07.2023;248;249.45;246.67;249.25;e
31.07.2023;251.33;267.77;251.33;267.4;h
01.08.2023;269;273.35;264.1;268.5;a
02.08.2023;268.5;269.97;266.52;268.57;e
03.08.2023;269;271.35;266.8;269.11;e
04.08.2023;269.48;272.96;261.21;264.12;a
07.08.2023;266.54;268.09;260.5;261.92;a
08.08.2023;261.92;265.44;258.8;264.62;e
09.08.2023;265.47;265.8;263.05;263.91;a
10.08.2023;264.73;267.5;263.96;266.91;e
11.08.2023;267.26;267.4;264.8;266.23;a
14.08.2023;267.37;268.77;259.15;260.45;a
15.08.2023;259;264.17;256.63;260.42;e
16.08.2023;261.29;261.68;254.33;256.02;a
17.08.2023;257.15;258.8;255.5;258.5;e
18.08.2023;258.4;261.37;257.35;261.14;e
21.08.2023;262.44;263.06;259.51;261.15;a
22.08.2023;261.92;262.11;259.81;261.45;a
23.08.2023;261.5;261.83;256;256.4;a
24.08.2023;257.63;259.94;256.4;259.63;e
25.08.2023;258.8;261.6;257.61;260.5;e
28.08.2023;261.32;267.83;260.81;266.93;e
29.08.2023;266.7;267.56;265.14;265.68;a
30.08.2023;265.68;267.36;263.1;264.7;a
31.08.2023;265.04;266.25;264.3;264.85;a
01.09.2023;265.4;265.62;264.06;265;a
04.09.2023;266.5;269.11;266;267.39;e
05.09.2023;266.74;267.98;261.09;264.75;a
06.09.2023;264.33;264.68;262.31;263.5;a
07.09.2023;263.69;264.97;256.1;258.79;a
08.09.2023;258.08;259.33;253.1;255.68;a
11.09.2023;257;258.37;255.16;256.25;a
12.09.2023;257.7;262.4;257.09;262.4;f
13.09.2023;262.4;262.77;257.59;258.18;a
14.09.2023;258.9;261.38;255.02;260;e
15.09.2023;259.65;262.74;258.56;260.83;e
18.09.2023;262.02;263;258.76;259.07;a
19.09.2023;258.99;259.32;251.5;252.72;a
20.09.2023;252.8;255.47;249.82;253.77;e
21.09.2023;252.87;254.2;249.81;250.16;a
22.09.2023;249.85;253.1;248.62;251.99;e
25.09.2023;252;253.49;249.83;252.65;e
26.09.2023;252.13;257.17;250.9;255.87;e
27.09.2023;256.2;257.85;254.63;256.1;a
28.09.2023;256.4;258.25;255.5;257.67;e
29.09.2023;258;262.59;256.71;260.72;e
02.10.2023;261.37;261.92;257.03;258.98;a
03.10.2023;258.99;260.5;257.23;259.65;e
04.10.2023;259;260.39;258.24;259.53;e
05.10.2023;260.7;261.39;258.26;259.38;a
06.10.2023;259.77;263.4;257.86;262.93;e
09.10.2023;263;265.97;263;265.25;h
10.10.2023;264.89;265.18;257;263;a
11.10.2023;263.3;263.99;259.5;260.21;a
12.10.2023;260;264.5;259.66;264.5;f
13.10.2023;264.89;265.04;262.7;263.51;a
16.10.2023;264;269.2;263.51;268.15;e
17.10.2023;268.3;271.97;266.91;270;e
18.10.2023;270;271.19;266.11;267.9;a
19.10.2023;267.13;271;266.28;268.65;e
20.10.2023;268.5;270.3;266.5;269.8;e
23.10.2023;270.45;274.1;269.65;270.1;a
24.10.2023;270;272.06;268.62;271.27;e
25.10.2023;271.5;274.96;270.53;273.73;e
26.10.2023;274.11;276;269.12;269.9;a
27.10.2023;269.93;271.98;266.8;269.7;a
30.10.2023;269.9;271.55;268.6;269.89;a
31.10.2023;270;270.5;266.87;268.35;a
01.11.2023;268.29;270.3;267.6;269.68;e
02.11.2023;270;270.98;268.5;269.06;a
03.11.2023;269.07;269.78;267.2;268.54;a
06.11.2023;269;273.87;268.62;273.42;e
07.11.2023;273.01;274.78;272.2;273.31;e
08.11.2023;273.64;278.35;273.28;278.15;e
09.11.2023;278.6;278.85;276.02;276.65;a
10.11.2023;276.99;281.3;276.6;280.19;e
13.11.2023;280.4;284.8;280.32;283.97;e
14.11.2023;283.7;283.88;280.54;280.87;a
15.11.2023;280.87;283.93;278.51;282.89;e
16.11.2023;282.4;283.69;279.56;279.7;a
17.11.2023;279.7;282.5;278.66;281.6;e
20.11.2023;281.96;284.2;281.61;282.91;e
21.11.2023;282.3;283.82;281.66;282.79;e
22.11.2023;283.12;286.67;282.85;286.16;e
23.11.2023;286.16;287.77;285.04;286.19;e
24.11.2023;286.49;287.5;285.11;286.85;e
27.11.2023;287.4;289;278.88;282.33;a
28.11.2023;282.4;282.51;277.32;279.91;a
29.11.2023;279.36;280.56;276.2;276.8;a
30.11.2023;276.7;278.65;272.75;277.5;e
01.12.2023;277;277.98;273.55;273.97;a
04.12.2023;273.6;274.95;270.52;270.96;a
05.12.2023;271.98;279.65;270.54;279.62;e
06.12.2023;279.92;280.79;266.83;267.58;a
07.12.2023;267.62;270.44;263.06;265.12;a
08.12.2023;266;268.23;263.72;265.16;a
11.12.2023;265.17;266.47;254.81;256.89;a
12.12.2023;256.79;262.88;255.05;257.6;e
13.12.2023;257.6;261.39;256.5;260.45;e
14.12.2023;261.4;262.75;255.58;256.64;a
15.12.2023;256.6;268.91;256.6;268.21;h
18.12.2023;268.93;270.44;266.54;268.4;a
19.12.2023;268.38;269.71;265;267.35;a
20.12.2023;267.51;269.1;266.2;266.61;a
21.12.2023;266.4;266.87;263.5;265.19;a
22.12.2023;266.06;271.9;265.37;271.3;e
25.12.2023;271.72;273.85;270.05;271.08;a
26.12.2023;271;272.89;270;271.9;e
27.12.2023;271.9;272.59;270.85;271.08;a
28.12.2023;270.92;272.48;268.52;271.74;e
29.12.2023;272.19;272.59;270.55;270.82;a
03.01.2024;271.9;274.7;271;274.56;e
04.01.2024;274.67;275.48;273.7;274.12;a
05.01.2024;274.3;274.69;272.8;273.62;a
08.01.2024;273.6;277;273.53;276.76;e
09.01.2024;276.97;278;274.71;275.28;a
10.01.2024;275.3;276.16;273.64;274.49;a
11.01.2024;274.78;275.97;274.01;275.71;e
12.01.2024;276;276.96;274.77;275.84;a
15.01.2024;276.45;277.73;275.21;275.96;a
16.01.2024;276.22;276.45;274.1;276.01;a
17.01.2024;276.02;279.17;275.75;278;e
18.01.2024;278.24;278.87;276.76;277.07;a
19.01.2024;277.39;277.47;273.55;274.86;a
22.01.2024;274.86;275.9;273.85;274.93;e
23.01.2024;274.7;277.26;274.31;275.9;e
24.01.2024;275.9;276.44;273.7;273.77;a
25.01.2024;274;274.18;271.55;272.81;a
26.01.2024;273.1;273.72;272.21;272.65;a
29.01.2024;273.02;274.95;272.7;274.05;e
30.01.2024;274.01;277.25;273.97;275.67;e
31.01.2024;275.84;276.45;275;276;e
01.02.2024;276.03;277.75;275.93;276.86;e
02.02.2024;277;277.3;276;276.74;a
05.02.2024;277;278.57;276.9;277.84;e
06.02.2024;278;278.99;277.3;278.67;e
07.02.2024;278.82;284.5;278.81;284.41;e
08.02.2024;284.52;286.24;281.25;282.17;a
09.02.2024;282.17;284;281.5;283.5;e
12.02.2024;283.66;287.84;283.5;287.28;e
13.02.2024;287.52;289;285.4;287.07;a
14.02.2024;287.07;290.6;286.84;289.06;e
15.02.2024;289.3;290.45;287.63;290.24;e
16.02.2024;290.47;292.3;286.25;288.33;a
19.02.2024;288.51;289.98;287.07;288.93;e
20.02.2024;289.2;289.28;283.29;283.9;a
21.02.2024;283.9;285.28;280.2;282;a
22.02.2024;282.1;285.05;282.1;284.77;h
26.02.2024;288.52;291.3;287;291.25;e
27.02.2024;291.35;293;290.55;292.52;e
28.02.2024;292.6;293.95;289.75;291.75;a
29.02.2024;292.31;293.2;291.3;292.19;a
01.03.2024;292.2;295.88;292.2;295.38;h
04.03.2024;295.87;299.5;295.8;299.17;e
05.03.2024;299.33;300.41;297.57;298.4;a
06.03.2024;298.2;299.33;296.82;297.71;a
07.03.2024;297.72;300.58;297.24;300.4;e
11.03.2024;301;302.95;298.5;299.79;a
12.03.2024;299.6;301.07;297.34;300.9;e
13.03.2024;301.2;301.49;298.7;298.85;a
14.03.2024;298.5;298.7;295.14;295.83;a
15.03.2024;295.71;299.44;295.29;298.3;e
18.03.2024;299.4;299.98;297.63;298.87;a
19.03.2024;298.3;299.4;294.21;295.2;a
20.03.2024;295.3;296.88;293.52;295.4;e
21.03.2024;295.99;297.3;291.8;295.62;a
22.03.2024;295.77;296.79;291.05;292.99;a
25.03.2024;294;294.93;292.13;293.9;a
26.03.2024;294.5;295.82;293.04;294.11;a
27.03.2024;294.47;295.11;293.47;295.1;e
28.03.2024;295.5;299.3;295.5;299;h
29.03.2024;299.38;299.5;298;298.72;a
01.04.2024;300;301.65;299.5;300.43;e
02.04.2024;300.43;300.99;298.95;300.38;a
03.04.2024;300.4;307.13;300.17;306.72;e
04.04.2024;306.8;307.77;304.36;304.61;a
05.04.2024;304.62;306.5;303.7;306.1;e
08.04.2024;306.5;308.6;306.22;307.75;e
09.04.2024;308.1;309.35;305.51;306.76;a
10.04.2024;306.76;307.14;304.62;306.48;a
11.04.2024;306.7;308;305.7;306.95;e
12.04.2024;307.4;307.87;306.3;307.1;a
15.04.2024;307.47;308.39;306.64;307.99;e
16.04.2024;308;308.65;307;308.29;e
17.04.2024;308.65;309.74;305.91;306.59;a
18.04.2024;306.01;308.29;305.05;307.99;e
19.04.2024;308;308.38;306.8;307.38;a
22.04.2024;308;315;307.38;314.99;e
23.04.2024;315.39;315.79;306.26;307.39;a
24.04.2024;307.5;309.79;306.65;307.94;e
25.04.2024;307.95;309.07;307.45;308.41;e
26.04.2024;308.5;309.9;308;309;e
27.04.2024;309.25;309.99;308.7;308.98;a
29.04.2024;309.14;309.6;307.65;308.97;a
30.04.2024;309.19;309.49;308.03;308.24;a
02.05.2024;308.7;309.19;306.8;307.37;a
03.05.2024;307.11;308.29;304.34;307.53;e
06.05.2024;308.1;308.1;305.55;306.01;b
07.05.2024;306.23;308.87;306.21;308.22;e
08.05.2024;308.41;311.83;308.08;311.21;e
10.05.2024;311.5;313.5;311.31;313.49;e
